tweet_id,topic,likes,retweets,replies,virality_score,temporal_decay,Engagement,Followers,Timestamp,user_activity,location,content,hashtags
tweet_1434,big companies,8330,615,2016,0.338835672,0.659747793,6041,182418,6/30/2023 4:47,71,Sydney,The blockbuster movie breaks box office records!,"#BoxOffice, #Movies"
tweet_1435,AI,4276,3060,2545,0.701996913,0.641645899,3334,71285,10/20/2023 3:02,79,Dubai,Breaking records and making history in athletics.,"#TeamSpirit, #Sports, #Championship"
tweet_1436,influencer,3116,1379,2958,0.684452137,0.289975035,13749,295988,2/4/2023 6:32,82,Sydney,Tips for maintaining mental health during stressful times.,#MentalHealth
tweet_1437,jobs,3321,2271,2761,0.835167455,0.6206737,7323,169764,10/1/2023 16:57,43,London,The blockbuster movie breaks box office records!,"#Celebrities, #Movies"
tweet_1438,movies,866,1583,1273,0.070890419,0.961050903,4140,923318,11/4/2023 19:56,21,New York,The blockbuster movie breaks box office records!,"#BoxOffice, #Celebrities, #SeriesFinale"
tweet_1439,shows,349,2868,1995,0.455595634,0.72551231,7537,322356,1/16/2023 0:31,14,Berlin,The new policy is sparking debates across the nation.,#Elections
tweet_1440,big companies,614,3197,1361,0.380933881,0.868000933,5061,441242,1/12/2023 18:46,29,Tokyo,Tech conferences highlight innovations in AI and VR.,#Future
tweet_1441,influencer,8464,3906,1918,0.854765168,0.083561139,12318,221297,5/16/2023 16:10,79,San Francisco,The championship finals are set for this weekend.,#Athletics
tweet_1442,sports,712,2501,962,0.152401347,0.120686878,6042,86625,3/12/2023 13:38,68,Sydney,The latest smartphone features are game-changing!,"#Tech, #AI, #Innovation"
tweet_1443,influencer,5829,1213,787,0.43140591,0.183768466,11681,887437,6/20/2023 6:02,73,Tokyo,The future of online learning: trends to watch.,"#Education, #Scholarships"
tweet_1444,jobs,104,3712,423,0.51148821,0.591780352,9713,237420,8/10/2023 13:51,67,Mumbai,Tech conferences highlight innovations in AI and VR.,"#Innovation, #AI"
tweet_1445,influencer,8080,1448,1117,0.514934961,0.847838416,4273,874722,2/20/2023 8:23,29,Tokyo,Government initiatives for renewable energy gain momentum.,"#Debate, #PolicyChange"
tweet_1446,internet,4502,4379,2290,0.46614351,0.984005064,11487,83459,9/24/2023 6:57,19,San Francisco,AI is revolutionizing industries worldwide.,"#Future, #Tech"
tweet_1447,politics,6229,407,1947,0.278886518,0.965763325,6204,550789,11/4/2023 1:57,22,New York,Scholarship opportunities expand access to higher education.,"#Education, #Research"
tweet_1448,politics,2454,4985,280,0.455252935,0.757011399,5202,779413,6/23/2023 13:51,27,Mumbai,The championship finals are set for this weekend.,"#Championship, #TeamSpirit, #Athletics"
tweet_1449,sports,9850,4082,1003,0.642637638,0.947321833,10831,408454,4/14/2023 4:15,33,London,Unemployment rates show signs of recovery.,"#StockMarket, #Economy"
tweet_1450,sports,500,1965,891,0.035993411,0.356668644,11265,701385,7/8/2023 8:15,11,Tokyo,Airline industry announces new routes and services.,"#Adventure, #Explore, #Travel"
tweet_1451,movies,7672,2008,2655,0.518483933,0.020414086,9484,941586,11/12/2023 12:14,34,London,Scholarship opportunities expand access to higher education.,#Research
tweet_1452,jobs,732,579,786,0.849978292,0.78691729,5596,718735,2/25/2023 21:54,5,Sydney,New breakthroughs in cancer research bring hope.,#Health
tweet_1453,jobs,4500,546,2078,0.767879592,0.033235324,5207,837350,9/17/2023 9:36,71,Dubai,Tips for maintaining mental health during stressful times.,#MentalHealth
tweet_1454,shows,1843,1300,2837,0.648105712,0.937383868,8307,955195,4/11/2023 5:08,85,Tokyo,An incredible comeback by the home team last night!,#Sports
tweet_1455,internet,8096,2111,569,0.756064727,0.903405885,11122,166295,5/1/2023 20:35,50,New York,New breakthroughs in cancer research bring hope.,"#Health, #Wellness, #MentalHealth"
tweet_1456,jobs,9116,2992,1374,0.072939652,0.353585962,11413,697305,10/19/2023 6:01,17,Mumbai,Unemployment rates show signs of recovery.,#Trade
tweet_1457,movies,488,715,2518,0.026850357,0.933943372,8333,342230,1/13/2023 4:03,10,New York,Unemployment rates show signs of recovery.,"#Economy, #Trade, #Finance"
tweet_1458,economy,6548,808,1586,0.049188984,0.955263595,13158,558111,9/5/2023 2:15,71,Dubai,Celebrity news: an iconic actor returns to the big screen.,"#Celebrities, #BoxOffice, #SeriesFinale"
tweet_1459,politics,9867,3343,872,0.455021686,0.012413289,4886,247368,11/18/2023 10:10,46,Dubai,Tips for maintaining mental health during stressful times.,"#Wellness, #Health"
tweet_1460,movies,6411,4921,702,0.708767355,0.771517319,12135,249574,10/10/2023 12:53,38,London,Health trends: the rise of plant-based diets.,"#MentalHealth, #Wellness"
tweet_1461,AI,9458,3602,1844,0.444194339,0.711309413,5996,840461,11/13/2023 14:40,24,Dubai,Tips for maintaining mental health during stressful times.,"#Research, #Wellness"
tweet_1462,politics,3460,1397,295,0.346488548,0.744263631,8940,162183,4/25/2023 0:19,27,San Francisco,Celebrity news: an iconic actor returns to the big screen.,"#BoxOffice, #Celebrities, #Movies"
tweet_1463,shows,9719,1904,2820,0.522562319,0.955377039,8775,369378,11/13/2023 1:49,19,San Francisco,Breaking records and making history in athletics.,"#TeamSpirit, #Sports"
tweet_1464,politics,2688,1582,870,0.22597525,0.597445974,14385,648110,9/28/2023 16:24,73,Berlin,Top destinations for 2024: where will you go?,"#Travel, #Destinations"
tweet_1465,shows,1879,1061,87,0.465614776,0.083963259,8672,681820,4/9/2023 3:20,43,Mumbai,Unemployment rates show signs of recovery.,"#Trade, #Economy"
tweet_1466,sports,2074,2199,2676,0.166086146,0.677862482,10455,186138,10/10/2023 1:56,58,New York,Top destinations for 2024: where will you go?,"#Explore, #Adventure"
tweet_1467,economy,9473,4158,1081,0.928835439,0.64382786,12638,367050,2/24/2023 5:25,36,Tokyo,New research methods revolutionize academic studies.,"#Education, #Learning, #Research"
tweet_1468,politics,3881,1709,2078,0.88954591,0.642093202,8380,978709,12/17/2023 15:13,44,San Francisco,The future of online learning: trends to watch.,#Scholarships
tweet_1469,politics,7912,1075,938,0.137272621,0.851296711,9682,166282,9/2/2023 2:04,50,Berlin,The blockbuster movie breaks box office records!,"#SeriesFinale, #Celebrities"
tweet_1470,influencer,5686,3572,2882,0.607925251,0.141780235,13808,403717,3/20/2023 2:00,69,Berlin,The blockbuster movie breaks box office records!,#Movies
tweet_1471,sports,5709,3183,1195,0.516721139,0.21633081,4942,659002,9/25/2023 14:09,30,London,Airline industry announces new routes and services.,"#Adventure, #Destinations, #Travel"
tweet_1472,economy,561,1047,693,0.516962267,0.135666314,4484,592583,10/28/2023 23:20,72,Mumbai,Scholarship opportunities expand access to higher education.,"#Education, #Scholarships, #Learning"
tweet_1473,internet,9086,3470,2216,0.103735666,0.026443051,8013,332544,4/6/2023 23:49,89,Dubai,Airline industry announces new routes and services.,#Travel
tweet_1474,influencer,8277,319,382,0.566542706,0.097624502,4739,999562,1/30/2023 11:33,38,Dubai,The blockbuster movie breaks box office records!,"#Movies, #BoxOffice"
tweet_1475,big companies,5863,3301,1920,0.877122957,0.286717614,3873,354502,3/24/2023 6:41,4,Tokyo,An incredible comeback by the home team last night!,#Athletics
tweet_1476,movies,1944,3640,106,0.655840318,0.798858844,11318,901912,4/11/2023 20:51,76,Mumbai,Scholarship opportunities expand access to higher education.,#Learning
tweet_1477,politics,4681,3466,1989,0.145725801,0.401824571,6369,720987,10/17/2023 12:06,19,London,The latest smartphone features are game-changing!,"#Future, #AI"
tweet_1478,influencer,5885,2683,2597,0.990601554,0.608269887,5433,733102,8/21/2023 18:10,50,Dubai,Health trends: the rise of plant-based diets.,"#Wellness, #Health"
tweet_1479,movies,1483,3465,1475,0.766196095,0.395828421,7245,447699,11/30/2023 19:55,2,San Francisco,New research methods revolutionize academic studies.,#Education
tweet_1480,jobs,6448,4456,2325,0.415577414,0.448054098,4410,834772,5/12/2023 2:04,51,Berlin,Travel tips for budget-friendly adventures abroad.,#Explore
tweet_1481,jobs,8299,3823,723,0.101577702,0.445134537,6703,958885,4/30/2023 14:27,57,Dubai,Travel tips for budget-friendly adventures abroad.,"#Travel, #Destinations"
tweet_1482,influencer,3332,1444,543,0.703929395,0.275453272,5280,271591,4/13/2023 17:24,88,London,Scholarship opportunities expand access to higher education.,"#Research, #Scholarships"
tweet_1483,influencer,534,4161,2571,0.73808377,0.57102141,14331,862781,6/14/2023 7:17,65,Berlin,Top destinations for 2024: where will you go?,#Travel
tweet_1484,economy,322,3232,393,0.508989619,0.539643017,4430,637745,1/28/2023 7:42,36,Berlin,Unemployment rates show signs of recovery.,"#StockMarket, #Trade, #Finance"
tweet_1485,shows,1846,3838,1539,0.806691019,0.339770848,8403,713401,12/22/2023 23:56,92,San Francisco,An incredible comeback by the home team last night!,"#Championship, #Sports, #TeamSpirit"
tweet_1486,influencer,1142,4219,2677,0.114252732,0.822344942,10860,329763,8/6/2023 23:31,83,New York,Health trends: the rise of plant-based diets.,"#Wellness, #Research, #MentalHealth"
tweet_1487,shows,9102,654,1647,0.390141086,0.938526198,9617,887360,10/15/2023 7:42,97,New York,Election campaigns are heating up ahead of the big day.,"#PolicyChange, #Politics"
tweet_1488,economy,6783,2107,1807,0.512316363,0.483699326,9675,793851,8/13/2023 10:38,36,Berlin,Breaking records and making history in athletics.,#Sports
tweet_1489,big companies,2010,4994,1368,0.446505219,0.944634308,8189,886779,1/4/2023 23:06,35,London,Health trends: the rise of plant-based diets.,"#Health, #MentalHealth"
tweet_1490,movies,8383,1191,2105,0.9450906,0.365689067,8229,133285,2/7/2023 19:13,95,Mumbai,New research methods revolutionize academic studies.,"#Research, #Learning"
tweet_1491,jobs,5070,2498,970,0.77502982,0.374803917,11081,939032,12/7/2023 9:48,94,San Francisco,Scholarship opportunities expand access to higher education.,"#Learning, #Research"
tweet_1492,sports,1387,2358,1727,0.532147808,0.365622648,9174,943048,8/7/2023 7:49,58,Sydney,AI is revolutionizing industries worldwide.,"#Innovation, #Future"
tweet_1493,sports,190,950,1,0.052269084,0.330110641,4998,714335,4/7/2023 2:16,26,Mumbai,AI is revolutionizing industries worldwide.,"#AI, #Innovation, #Future"
tweet_1494,internet,8523,1385,1370,0.835172891,0.395439684,3747,76126,2/9/2023 21:35,50,Dubai,Health trends: the rise of plant-based diets.,"#Health, #Research"
tweet_1495,jobs,5909,4641,812,0.477108045,0.299697788,15203,116667,2/1/2023 19:50,56,Berlin,Fans eagerly await the season finale of the hit series.,"#Movies, #SeriesFinale, #BoxOffice"
tweet_1496,sports,4166,1706,1270,0.50292322,0.309235504,8124,948905,10/6/2023 20:31,27,Mumbai,AI is revolutionizing industries worldwide.,"#Innovation, #Future, #AI"
tweet_1497,internet,1589,557,47,0.292625486,0.54323695,6063,464349,5/7/2023 2:42,21,Tokyo,Airline industry announces new routes and services.,#Adventure
tweet_1498,movies,1329,337,2360,0.318890964,0.063566603,11423,969396,6/8/2023 19:29,60,Sydney,Unemployment rates show signs of recovery.,#StockMarket
tweet_1499,economy,9730,3072,2569,0.414268065,0.708138151,10006,400210,2/23/2023 2:19,62,Tokyo,The latest smartphone features are game-changing!,"#AI, #Innovation, #Future"
tweet_1500,politics,1443,1468,1811,0.926251948,0.09933344,6765,986229,2/28/2023 8:06,43,Tokyo,Airline industry announces new routes and services.,#Destinations
tweet_1501,economy,7920,2157,1518,0.029287263,0.857378375,5247,369179,5/7/2023 12:56,14,San Francisco,The latest smartphone features are game-changing!,"#Tech, #Future, #AI"
tweet_1502,jobs,543,1528,1281,0.276476706,0.745173066,11540,409737,6/3/2023 3:00,36,Tokyo,Stock markets experience major fluctuations today.,#Finance
tweet_1503,shows,2590,751,476,0.040367391,0.039278119,2453,737901,8/14/2023 9:13,77,London,New breakthroughs in cancer research bring hope.,"#Health, #Wellness, #MentalHealth"
tweet_1504,economy,1233,1113,2184,0.1253166,0.980526875,4166,482392,3/24/2023 2:12,71,London,The championship finals are set for this weekend.,#Athletics
tweet_1505,movies,6083,1624,876,0.577512228,0.268569947,10775,166155,9/28/2023 23:30,11,Mumbai,Stock markets experience major fluctuations today.,"#Economy, #StockMarket, #Finance"
tweet_1506,big companies,9300,158,2581,0.240771402,0.593866103,9445,546286,6/2/2023 11:55,98,Mumbai,The latest smartphone features are game-changing!,"#AI, #Tech, #Future"
tweet_1507,jobs,3471,3418,633,0.748659533,0.215927512,10623,587940,7/2/2023 10:02,16,Sydney,Celebrity news: an iconic actor returns to the big screen.,#Movies
tweet_1508,politics,1270,1139,2806,0.536648301,0.567721064,8769,251010,1/18/2023 6:12,28,Berlin,The championship finals are set for this weekend.,"#TeamSpirit, #Sports, #Athletics"
tweet_1509,politics,2575,4885,1330,0.445769604,0.853265398,4082,524696,8/22/2023 13:59,19,Tokyo,Airline industry announces new routes and services.,#Explore
tweet_1510,movies,5848,448,699,0.286176656,0.579019262,10419,295773,10/12/2023 19:58,26,Sydney,The latest smartphone features are game-changing!,"#AI, #Tech, #Future"
tweet_1511,movies,6698,3091,1191,0.401398971,0.263464166,3910,684154,3/20/2023 12:58,72,Sydney,Tips for maintaining mental health during stressful times.,"#Research, #Health, #Wellness"
tweet_1512,influencer,238,728,425,0.882143562,0.549936079,10146,108422,4/17/2023 12:51,33,Sydney,Scholarship opportunities expand access to higher education.,"#Research, #Learning"
tweet_1513,internet,1194,831,1050,0.434585985,0.765703737,15302,5977,2/23/2023 2:19,33,San Francisco,Unemployment rates show signs of recovery.,"#Economy, #Finance, #StockMarket"
tweet_1514,influencer,1253,4793,109,0.979892043,0.282556952,5244,96681,6/4/2023 16:37,49,London,The blockbuster movie breaks box office records!,"#Celebrities, #SeriesFinale"
tweet_1515,politics,6025,4532,1815,0.605927973,0.349130479,12602,135964,3/25/2023 10:22,49,Dubai,Unemployment rates show signs of recovery.,"#StockMarket, #Economy, #Trade"
tweet_1516,AI,3352,2522,637,0.77625439,0.942163031,7968,242530,2/9/2023 15:43,53,San Francisco,Tech conferences highlight innovations in AI and VR.,#AI
tweet_1517,AI,5653,2515,2984,0.730487733,0.014144013,5839,290308,2/19/2023 5:55,37,San Francisco,Fans eagerly await the season finale of the hit series.,"#SeriesFinale, #Celebrities, #BoxOffice"
tweet_1518,jobs,9908,3225,754,0.207600959,0.841046575,4835,347702,7/27/2023 15:08,19,San Francisco,Celebrity news: an iconic actor returns to the big screen.,#Celebrities
tweet_1519,influencer,5228,2822,2277,0.08782748,0.149098324,10479,814085,10/3/2023 2:51,29,Mumbai,Breaking records and making history in athletics.,#Sports
tweet_1520,influencer,5511,1861,1702,0.599436322,0.367158713,5486,213271,11/6/2023 11:52,59,San Francisco,The future of online learning: trends to watch.,#Research
tweet_1521,shows,2990,670,2529,0.32510916,0.37471341,5849,90022,4/10/2023 6:33,79,Berlin,An incredible comeback by the home team last night!,#Championship
tweet_1522,economy,1992,2639,2327,0.495973631,0.066976294,12804,298761,5/12/2023 12:21,64,Tokyo,New research methods revolutionize academic studies.,"#Learning, #Scholarships"
tweet_1523,influencer,2260,2068,362,0.708728712,0.228329733,5132,638402,5/26/2023 7:40,6,Tokyo,The future of online learning: trends to watch.,"#Learning, #Scholarships"
tweet_1524,big companies,3605,3248,1627,0.475615872,0.235907313,1564,124499,8/19/2023 8:47,75,London,New research methods revolutionize academic studies.,#Learning
tweet_1525,jobs,2566,4527,1143,0.118432012,0.077080514,12518,761255,9/1/2023 2:30,58,Sydney,Election campaigns are heating up ahead of the big day.,"#Debate, #PolicyChange"
tweet_1526,influencer,5778,3400,1566,0.129743354,0.5506564,9264,2913,6/14/2023 18:30,36,London,Scholarship opportunities expand access to higher education.,#Education
tweet_1527,jobs,1883,3461,443,0.947601641,0.818785245,7609,500923,5/4/2023 11:03,18,Berlin,Stock markets experience major fluctuations today.,#Trade
tweet_1528,politics,2160,1899,2721,0.187388176,0.354222505,11204,498481,4/16/2023 23:59,62,New York,AI is revolutionizing industries worldwide.,"#Innovation, #Future"
tweet_1529,movies,4935,2696,2305,0.181315126,0.384833122,12158,813489,3/28/2023 16:48,2,Mumbai,The latest smartphone features are game-changing!,"#Innovation, #AI, #Tech"
tweet_1530,internet,920,258,1162,0.912132809,0.498256321,5554,901575,11/25/2023 16:40,37,London,Global trade talks set to resume next month.,"#Finance, #Trade, #Economy"
tweet_1531,AI,5340,4174,1986,0.697128646,0.069439132,5479,85451,6/22/2023 12:01,36,New York,Global trade talks set to resume next month.,#StockMarket
tweet_1532,movies,7703,1145,2033,0.801240325,0.93910028,6217,947822,12/16/2023 19:54,95,Berlin,An incredible comeback by the home team last night!,#TeamSpirit
tweet_1533,politics,3130,2703,1699,0.718323439,0.629312349,12853,90173,1/13/2023 0:52,40,Berlin,New research methods revolutionize academic studies.,"#Research, #Learning"
tweet_1534,jobs,2425,4276,2692,0.615657501,0.357163324,7956,166646,3/15/2023 19:24,90,San Francisco,New breakthroughs in cancer research bring hope.,"#MentalHealth, #Wellness, #Research"
tweet_1535,shows,3605,3466,164,0.456995156,0.510246809,3723,450852,5/22/2023 22:30,87,Mumbai,Celebrity news: an iconic actor returns to the big screen.,"#Celebrities, #Movies"
tweet_1536,shows,812,1785,221,0.319560715,0.937641408,8426,339934,2/16/2023 20:21,69,Tokyo,The future of online learning: trends to watch.,"#Education, #Scholarships, #Research"
tweet_1537,shows,2326,2926,2726,0.491901009,0.176090347,6813,966230,7/23/2023 2:24,98,Tokyo,Top destinations for 2024: where will you go?,"#Adventure, #Explore, #Travel"
tweet_1538,influencer,5497,4366,2964,0.115991542,0.770863095,3908,145117,10/5/2023 9:27,99,Mumbai,Tips for maintaining mental health during stressful times.,#Wellness
tweet_1539,economy,7867,3740,688,0.919117842,0.652440275,6349,754844,3/12/2023 14:30,72,New York,The future of online learning: trends to watch.,"#Education, #Scholarships"
tweet_1540,shows,3212,3423,1469,0.026928464,0.28879505,10427,64805,11/2/2023 15:19,41,San Francisco,The blockbuster movie breaks box office records!,"#BoxOffice, #Celebrities"
tweet_1541,sports,2723,4720,19,0.608801746,0.146339159,13765,616862,3/19/2023 6:53,92,Dubai,Unemployment rates show signs of recovery.,"#StockMarket, #Trade, #Finance"
tweet_1542,jobs,3692,651,2678,0.951950414,0.168593958,3167,609054,10/9/2023 21:30,94,Sydney,New research methods revolutionize academic studies.,"#Research, #Education, #Scholarships"
tweet_1543,jobs,4794,2635,2738,0.144919463,0.682512699,7944,33397,2/22/2023 23:33,72,Mumbai,Top destinations for 2024: where will you go?,"#Travel, #Destinations"
tweet_1544,movies,5478,2049,2968,0.184298846,0.204846122,9762,389721,6/14/2023 20:51,78,Sydney,The future of online learning: trends to watch.,"#Scholarships, #Learning, #Research"
tweet_1545,internet,5072,1453,1717,0.268285085,0.976448506,11311,1413,8/28/2023 19:48,47,Berlin,The future of online learning: trends to watch.,"#Education, #Scholarships"
tweet_1546,influencer,729,2744,1875,0.274104294,0.20408314,7714,779717,2/19/2023 8:45,21,San Francisco,Scholarship opportunities expand access to higher education.,#Learning
tweet_1547,AI,4277,416,1793,0.165920269,0.421244945,9407,13830,8/16/2023 19:55,31,New York,The latest smartphone features are game-changing!,#AI
tweet_1548,AI,9092,4514,219,0.601493514,0.179335687,5691,193430,3/22/2023 17:47,74,Mumbai,New research methods revolutionize academic studies.,#Research
tweet_1549,internet,3667,2111,2925,0.494515964,0.686155693,8606,983435,6/27/2023 5:08,78,San Francisco,Tips for maintaining mental health during stressful times.,#MentalHealth
tweet_1550,influencer,2694,146,2415,0.147111165,0.35934168,8120,643480,6/8/2023 15:03,59,London,Scholarship opportunities expand access to higher education.,#Scholarships
tweet_1551,internet,7883,3274,515,0.999410736,0.135499632,8168,643445,1/16/2023 1:16,92,London,Scholarship opportunities expand access to higher education.,#Scholarships
tweet_1552,shows,2566,4855,798,0.508160492,0.546706515,8417,830362,1/15/2023 1:41,90,Mumbai,Fans eagerly await the season finale of the hit series.,"#Celebrities, #BoxOffice, #SeriesFinale"
tweet_1553,internet,669,2098,771,0.284903634,0.6251076,14462,276592,2/15/2023 10:34,64,Dubai,Election campaigns are heating up ahead of the big day.,"#PolicyChange, #Elections, #Politics"
tweet_1554,jobs,6404,4317,1547,0.690691116,0.063026194,14653,867390,11/10/2023 14:56,72,New York,Stock markets experience major fluctuations today.,#Economy
tweet_1555,jobs,3329,743,2266,0.195361188,0.404759959,9444,716128,6/29/2023 16:24,16,San Francisco,The championship finals are set for this weekend.,"#Championship, #TeamSpirit, #Sports"
tweet_1556,movies,2533,2938,1008,0.041271765,0.240262593,14026,840813,11/4/2023 20:23,59,London,Breaking records and making history in athletics.,#Championship
tweet_1557,AI,6291,4773,1458,0.139724826,0.073649044,12537,930961,6/20/2023 23:37,91,San Francisco,Government initiatives for renewable energy gain momentum.,"#Elections, #Debate, #PolicyChange"
tweet_1558,influencer,1914,1231,366,0.65484728,0.370070824,8022,692791,6/10/2023 19:17,46,New York,Celebrity news: an iconic actor returns to the big screen.,#Movies
tweet_1559,big companies,623,1579,208,0.604614116,0.356352214,5865,50140,11/19/2023 21:27,32,London,Scholarship opportunities expand access to higher education.,"#Scholarships, #Research, #Learning"
tweet_1560,shows,4725,2406,1165,0.50519893,0.652655365,7518,676515,4/29/2023 19:29,74,Tokyo,Fans eagerly await the season finale of the hit series.,"#Movies, #SeriesFinale"
tweet_1561,big companies,6272,1556,611,0.448688445,0.267828069,6071,713360,7/21/2023 20:13,77,San Francisco,Scholarship opportunities expand access to higher education.,"#Education, #Research"
tweet_1562,economy,760,1635,2573,0.926927852,0.568242648,8366,990649,9/27/2023 15:28,97,San Francisco,New research methods revolutionize academic studies.,#Research
tweet_1563,AI,1520,3758,325,0.742484493,0.708061508,6361,114712,7/22/2023 10:19,74,Berlin,The blockbuster movie breaks box office records!,"#Movies, #Celebrities"
tweet_1564,sports,7808,366,191,0.677057058,0.348210038,5704,607302,3/9/2023 16:30,11,Dubai,The future of online learning: trends to watch.,"#Research, #Learning, #Scholarships"
tweet_1565,politics,1452,1317,1004,0.566459853,0.636779535,4585,441125,9/10/2023 4:01,39,Tokyo,Top destinations for 2024: where will you go?,"#Travel, #Explore, #Adventure"
tweet_1566,movies,2686,265,1731,0.907403956,0.572145678,14348,53507,8/17/2023 8:03,1,Berlin,The blockbuster movie breaks box office records!,"#Celebrities, #BoxOffice, #SeriesFinale"
tweet_1567,shows,9863,445,1779,0.709582109,0.300914498,12872,946855,7/15/2023 17:35,5,San Francisco,The blockbuster movie breaks box office records!,"#Movies, #Celebrities"
tweet_1568,AI,2617,986,1991,0.990671299,0.133897123,12148,408738,6/5/2023 5:59,87,London,Scholarship opportunities expand access to higher education.,#Research
tweet_1569,jobs,7986,5,1514,0.646601235,0.54278587,15474,197687,1/22/2023 19:21,2,Dubai,Unemployment rates show signs of recovery.,#Trade
tweet_1570,politics,4694,2939,1289,0.470412548,0.44952431,13367,799576,7/17/2023 3:45,76,New York,Top destinations for 2024: where will you go?,"#Adventure, #Destinations, #Travel"
tweet_1571,sports,8972,1477,2608,0.238836234,0.97527186,7471,445813,6/6/2023 11:04,53,Berlin,Top destinations for 2024: where will you go?,"#Adventure, #Explore"
tweet_1572,internet,4439,361,2840,0.861772045,0.642786049,4658,469582,4/21/2023 12:55,83,Dubai,Election campaigns are heating up ahead of the big day.,"#Politics, #PolicyChange, #Elections"
tweet_1573,jobs,3492,2876,160,0.403797222,0.470006405,9407,363311,10/24/2023 21:07,70,London,New research methods revolutionize academic studies.,#Learning
tweet_1574,big companies,6735,4535,178,0.735804019,0.717964778,6466,359692,2/9/2023 15:44,91,New York,The new policy is sparking debates across the nation.,#Politics
tweet_1575,shows,8529,1567,639,0.912884309,0.268555476,12689,587564,3/1/2023 21:28,89,Sydney,Fans eagerly await the season finale of the hit series.,"#BoxOffice, #Celebrities"
tweet_1576,shows,6599,3276,846,0.088959959,0.48526917,8020,746249,6/7/2023 18:06,26,San Francisco,An incredible comeback by the home team last night!,"#Sports, #TeamSpirit, #Championship"
tweet_1577,movies,4502,4064,2815,0.948665401,0.921911328,3897,186739,6/15/2023 23:18,22,Tokyo,Tips for maintaining mental health during stressful times.,"#Wellness, #Health, #Research"
tweet_1578,internet,9381,28,362,0.911256801,0.356828871,6451,363953,7/13/2023 1:11,45,Dubai,The latest smartphone features are game-changing!,#AI
tweet_1579,big companies,3847,2863,2086,0.304622843,0.193744387,4614,561598,3/10/2023 22:47,37,London,Airline industry announces new routes and services.,"#Adventure, #Travel"
tweet_1580,internet,4222,2261,1624,0.191324512,0.140791839,5504,906245,8/22/2023 22:44,81,Sydney,Top destinations for 2024: where will you go?,"#Destinations, #Adventure"
tweet_1581,jobs,9543,4093,1864,0.317830396,0.014598318,11922,310831,10/5/2023 22:39,7,London,Fans eagerly await the season finale of the hit series.,"#BoxOffice, #Movies, #Celebrities"
tweet_1582,internet,9523,1162,398,0.096574936,0.951843024,6528,709267,9/29/2023 11:34,66,Berlin,The future of online learning: trends to watch.,#Scholarships
tweet_1583,politics,1314,1675,188,0.838112857,0.463694419,3968,585988,6/23/2023 11:49,90,Dubai,Tech conferences highlight innovations in AI and VR.,"#Tech, #Future"
tweet_1584,movies,7911,3118,2654,0.837619001,0.277976503,10734,661685,10/27/2023 0:47,56,Tokyo,New research methods revolutionize academic studies.,"#Learning, #Research, #Scholarships"
tweet_1585,movies,1827,4412,1445,0.231107441,0.886765487,7885,252205,12/7/2023 8:53,30,Dubai,Unemployment rates show signs of recovery.,#Trade
tweet_1586,movies,1006,407,2105,0.687390381,0.190244341,9334,529583,10/16/2023 16:22,55,Tokyo,An incredible comeback by the home team last night!,"#Sports, #TeamSpirit"
tweet_1587,internet,6883,2888,1570,0.305338781,0.463847233,3268,904269,7/14/2023 10:56,28,New York,AI is revolutionizing industries worldwide.,"#Future, #AI"
tweet_1588,jobs,4744,3351,1346,0.279535041,0.427179807,4339,339659,2/1/2023 18:22,31,New York,The blockbuster movie breaks box office records!,"#Movies, #SeriesFinale, #BoxOffice"
tweet_1589,economy,85,2990,1074,0.430701054,0.198849264,6647,816210,10/18/2023 0:54,37,New York,Unemployment rates show signs of recovery.,"#Finance, #Trade"
tweet_1590,influencer,6692,4215,985,0.452029736,0.293414814,10375,477586,11/5/2023 10:32,75,Mumbai,Tips for maintaining mental health during stressful times.,"#MentalHealth, #Wellness"
tweet_1591,movies,9261,1613,1171,0.484628476,0.747527853,5016,577605,3/23/2023 21:08,8,Tokyo,The blockbuster movie breaks box office records!,"#Celebrities, #BoxOffice, #SeriesFinale"
tweet_1592,jobs,697,3228,1306,0.248125256,0.231555631,5805,747415,2/11/2023 16:40,79,Berlin,Top destinations for 2024: where will you go?,"#Explore, #Travel"
tweet_1593,movies,3908,2740,612,0.185734783,0.90185058,7951,782646,2/5/2023 18:12,61,New York,Tech conferences highlight innovations in AI and VR.,#Innovation
tweet_1594,sports,1185,2452,1409,0.698399183,0.916821026,3647,134531,7/29/2023 4:38,60,San Francisco,Government initiatives for renewable energy gain momentum.,"#Elections, #Debate"
tweet_1595,shows,5291,3036,2732,0.450127467,0.803361474,7810,504792,1/31/2023 5:43,99,New York,The latest smartphone features are game-changing!,#Future
tweet_1596,shows,3749,3241,1426,0.564171406,0.030446712,10391,55352,6/2/2023 13:28,39,Berlin,Fans eagerly await the season finale of the hit series.,#BoxOffice
tweet_1597,shows,1557,3367,522,0.341280031,0.552321642,11226,520627,8/13/2023 8:24,2,Dubai,Fans eagerly await the season finale of the hit series.,"#BoxOffice, #SeriesFinale"
tweet_1598,internet,3472,526,474,0.560415005,0.60233424,6673,138612,1/14/2023 0:51,74,Mumbai,Tips for maintaining mental health during stressful times.,"#Health, #Wellness, #Research"
tweet_1599,influencer,2029,247,2287,0.301493281,0.656054286,5533,843912,8/29/2023 5:00,29,Berlin,Airline industry announces new routes and services.,"#Destinations, #Explore"
